name	domain	category	rounds	com_status	price	renewal	premium	fed_active	fed_dissolved	fed_total	fed_sample	verdict
Norvatic	norvatic.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvatide	norvatide.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvatier	norvatier.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvavera	norvavera.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvavos	norvavos.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvbaxis	norvbaxis.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvbonia	norvbonia.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvdanti	norvdanti.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvdek	norvdek.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvdord	norvdord.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvdova	norvdova.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvdroma	norvdroma.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvedos	norvedos.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvelron	norvelron.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norven	norven.com	modern_abstract	v1	TAKEN				1	0	1	Norven Holdings Inc. (Active)	TAKEN
Norveriant	norveriant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norveris	norveris.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norveritas	norveritas.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norverith	norverith.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norveska	norveska.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Norvesta	norvesta.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Norvex	norvex.com	short_invented	v1,v6	TAKEN				2	0	2	Norvex Équipement inc. Norvex Equipment  (Active)	TAKEN
Norvic	norvic.com	enterprise_invented	v2	TAKEN				1	2	3	Les IMPORTATIONS NORVIC LtÉE NORVIC IMPO (Dissolved by the cor)	TAKEN
Norvik	norvik.com	tech_general	v5	TAKEN				2	3	5	Aviation Norvik Inc. (Active)	TAKEN
Norvitheon	norvitheon.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvivity	norvivity.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvmex	norvmex.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvo	norvo.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Norvodex	norvodex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvometric	norvometric.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvonex	norvonex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvor	norvor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Norvorant	norvorant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvoria	norvoria.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Norvostra	norvostra.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvovaris	norvovaris.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvtor	norvtor.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Norvwave	norvwave.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Nrovendel	nrovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Oakreach	oakreach.com	two_word_pro	v1	TAKEN				0	0	0		TAKEN
Oakvalley	oakvalley.com	two_word	v6	TAKEN				0	0	0		TAKEN
Olvana	olvana.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Olvandel	olvandel.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvandor	olvandor.com	tech_mid	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvanence	olvanence.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvania	olvania.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvanova	olvanova.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvant	olvant.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Olvanta	olvanta.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Olvantheria	olvantheria.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvarae	olvarae.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvare	olvare.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Olvaris	olvaris.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Olvarista	olvarista.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvarith	olvarith.com	pro_invented_long	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvaros	olvaros.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvatial	olvatial.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvatic	olvatic.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvatide	olvatide.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvatier	olvatier.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvavos	olvavos.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvbase	olvbase.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvbaxis	olvbaxis.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvbonia	olvbonia.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvcore	olvcore.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Olvdanti	olvdanti.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvdek	olvdek.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvdord	olvdord.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvdova	olvdova.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvdroma	olvdroma.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvedos	olvedos.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvend	olvend.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvendrum	olvendrum.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvenova	olvenova.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olverdon	olverdon.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olveriant	olveriant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olveric	olveric.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olveris	olveris.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Olveritas	olveritas.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Olverith	olverith.com	pro_invented_long	v1,v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olverra	olverra.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Olvert	olvert.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Olveska	olveska.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvesta	olvesta.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvex	olvex.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Olvgrid	olvgrid.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olviantra	olviantra.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvik	olvik.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Olvitheon	olvitheon.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvivity	olvivity.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvlight	olvlight.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvmex	olvmex.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvodex	olvodex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvometric	olvometric.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvonex	olvonex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvor	olvor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Olvora	olvora.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Olvorant	olvorant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvoria	olvoria.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Olvostra	olvostra.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvovaris	olvovaris.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvox	olvox.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Olvpath	olvpath.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvpeak	olvpeak.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvprime	olvprime.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvraxis	olvraxis.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvridge	olvridge.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvrik	olvrik.com	pro_invented_short	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvriver	olvriver.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvsummit	olvsummit.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvtor	olvtor.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvwave	olvwave.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olvwright	olvwright.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Olympiaforge	olympiaforge.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Olympiaworks	olympiaworks.com	greek_roman_chad	v2	TAKEN				0	0	0		TAKEN
Orovendel	orovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Orvarist	orvarist.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Orvelantha	orvelantha.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Orvelta	orvelta.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Ostralor	ostralor.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Patientwell	patientwell.com	two_word_pro	v1	TAKEN				0	0	0		TAKEN
Pegasos	pegasos.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Pelanta	pelanta.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pelden	pelden.com	modern_abstract	v1	TAKEN				0	0	0		TAKEN
Pelica	pelica.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Pelmarist	pelmarist.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pelmaron	pelmaron.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pelmedora	pelmedora.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Peltarion	peltarion.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Pelvarist	pelvarist.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pelvarith	pelvarith.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pelvarum	pelvarum.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pelvor	pelvor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Pendarix	pendarix.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pengrid	pengrid.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Pinewright	pinewright.com	two_word_pro	v1,v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenadron	plenadron.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenandel	plenandel.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenanence	plenanence.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenant	plenant.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Plenantheria	plenantheria.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenare	plenare.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Plenarica	plenarica.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenaris	plenaris.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Plenaros	plenaros.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenatial	plenatial.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenatic	plenatic.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenatide	plenatide.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenatier	plenatier.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenavara	plenavara.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenavos	plenavos.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenbaxis	plenbaxis.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenbonia	plenbonia.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plendanti	plendanti.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plendek	plendek.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plendex	plendex.com	compound_modern	v1	TAKEN				0	0	0		TAKEN
Plendo	plendo.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Plendor	plendor.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Plendord	plendord.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plendova	plendova.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plendroma	plendroma.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenedos	plenedos.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pleneska	pleneska.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenitheon	plenitheon.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenivity	plenivity.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenmex	plenmex.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenodex	plenodex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenometric	plenometric.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenonex	plenonex.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenor	plenor.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Plenora	plenora.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Plenorant	plenorant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenoria	plenoria.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Plenova	plenova.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Plenovaris	plenovaris.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenraxis	plenraxis.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plentor	plentor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Plenveriant	plenveriant.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenveritas	plenveritas.com	tech_latin_abstract	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenverith	plenverith.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenvex	plenvex.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Plenvik	plenvik.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plenwave	plenwave.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plevor	plevor.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Plyma	plyma.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Plymara	plymara.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Plyna	plyna.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Plyx	plyx.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Plyxora	plyxora.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Polant	polant.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Polden	polden.com	modern_abstract	v1	TAKEN				0	0	0		TAKEN
PortCreditCo	portcreditco.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
PortCreditDigital	portcreditdigital.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
PortCreditGroup	portcreditgroup.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
PortCreditLabs	portcreditlabs.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
PortCreditPartners	portcreditpartners.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
PortCreditStudio	portcreditstudio.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
PortCreditWorks	portcreditworks.com	geographic	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Praetorforge	praetorforge.com	greek_roman_chad	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Praetorian	praetorian.com	greek_roman_chad	v2	TAKEN				4	3	7	PRAETORIAN GUARD INTERNATIONAL HOLDING C (Dissolved for non-co)	TAKEN
Praetorworks	praetorworks.com	greek_roman_chad	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pravantis	pravantis.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Pravara	pravara.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Praven	praven.com	modern_abstract	v1	TAKEN				0	0	0		TAKEN
Pravex	pravex.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Pravin	pravin.com	tech_general	v5	TAKEN				2	0	2	pravIN CRM Solutions  Inc. (Active)	TAKEN
Pravix	pravix.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Pravora	pravora.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Praxara	praxara.com	tech_latin_abstract	v3	TAKEN				0	0	0		TAKEN
Praxion	praxion.com	pro_invented_short	v1	TAKEN				0	0	0		TAKEN
Praxivant	praxivant.com	compound_modern	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Praxon	praxon.com	short_invented	v6	TAKEN				1	0	1	Praxon Global Inc. (Active)	TAKEN
Praxor	praxor.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Praxos	praxos.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Prendarith	prendarith.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Preno	preno.com	tech_short	v3	TAKEN				0	0	0		TAKEN
Provendel	provendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Provet	provet.com	tech_general	v5	TAKEN				0	1	1	PROVET INC. (Dissolved by the cor)	TAKEN
Qrovendel	qrovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quanex	quanex.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Quantix	quantix.com	tech_mid	v3	TAKEN				1	1	2	QUANTIX TRADING CORPORATION (Dissolved for non-co)	TAKEN
Quickforge	quickforge.com	two_word	v6	TAKEN				0	0	0		TAKEN
Quietfield	quietfield.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quietforge	quietforge.com	two_word	v6	TAKEN				0	0	0		TAKEN
Quietport	quietport.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quietridge	quietridge.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quietstone	quietstone.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quietwell	quietwell.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quintaroth	quintaroth.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quintaval	quintaval.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quintavor	quintavor.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quintos	quintos.com	tech_latin_abstract	v3	TAKEN				1	0	1	MARJORIE QUINTOS MANAGEMENT INC. GESTION (Active)	TAKEN
Quivendor	quivendor.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quivor	quivor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quivora	quivora.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Quivox	quivox.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Quorelis	quorelis.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quorindra	quorindra.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quorvanth	quorvanth.com	latin_long	v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Quvara	quvara.com	modern_startup	v6	TAKEN				0	0	0		TAKEN
Quvora	quvora.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Renvardel	renvardel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Renvarith	renvarith.com	latin_long	v4,v6	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Renvor	renvor.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Renvora	renvora.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Resvanrik	resvanrik.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Romulusforge	romulusforge.com	greek_roman_chad	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Romulusworks	romulusworks.com	greek_roman_chad	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Rrovendel	rrovendel.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Senvex	senvex.com	short_invented	v6	TAKEN				0	0	0		TAKEN
Sigmaclash	sigmaclash.com	moggy_sigma	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Sigmacore	sigmacore.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sigmaedge	sigmaedge.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sigmaforge	sigmaforge.com	moggy_sigma	v2	TAKEN				1	0	1	Sigmaforge Construction and Equipment Lt (Active)	TAKEN
Sigmagrid	sigmagrid.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sigmaridge	sigmaridge.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sigmastark	sigmastark.com	moggy_sigma	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Sigmastride	sigmastride.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sigmavault	sigmavault.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sigmaworks	sigmaworks.com	moggy_sigma	v2	TAKEN				0	0	0		TAKEN
Sindalor	sindalor.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Sindara	sindara.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solandel	solandel.com	enterprise_invented	v2	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solandor	solandor.com	tech_mid	v3	TAKEN				0	0	0		TAKEN
Solanence	solanence.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solant	solant.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Solanta	solanta.com	enterprise_invented	v2	TAKEN				0	1	1	SOLANTA TECHNOLOGIES INC. (Dissolved by the cor)	TAKEN
Solanthe	solanthe.com	enterprise_invented	v2	TAKEN				0	0	0		TAKEN
Solantheria	solantheria.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solare	solare.com	tech_modern	v3	TAKEN				0	1	1	SOCIETE DELTRONIC SOLARE INC. (Dissolved by the cor)	TAKEN
Solaris	solaris.com	tech_general	v5	TAKEN				10	10	20	SOLARIS BIKES INC. VÉLOS SOLARIS INC. (Dissolved for non-co)	TAKEN
Solaros	solaros.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solatial	solatial.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solatic	solatic.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solatide	solatide.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Solatier	solatier.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solavos	solavos.com	tech_general	v4	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solbase	solbase.com	tech_modern	v3	TAKEN				0	0	0		TAKEN
Solbaxis	solbaxis.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solbonia	solbonia.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solbrith	solbrith.com	modern_abstract	v1	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Solcore	solcore.com	tech_general	v4	TAKEN				0	0	0		TAKEN
Soldanti	soldanti.com	tech_modern	v3	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Soldek	soldek.com	tech_general	v5	TAKEN				0	0	0		TAKEN
Solden	solden.com	modern_abstract	v1	TAKEN				0	1	1	Solden consulting and planning services  (Dissolved by the cor)	TAKEN
Solderon	solderon.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Soldord	soldord.com	tech_general	v5	AVAILABLE	11.08	11.08	no	0	0	0		CLEAR
Soldova	soldova.com	tech_general	v5	TAKEN				0	0	0		TAKEN
