category	name	domain	whois_com	fed_active	fed_dissolved	fed_total	fed_sample	fed_error
tech_general	Quorelis	quorelis.com	AVAILABLE	0	0	0		
tech_general	Quorindra	quorindra.com	AVAILABLE	0	0	0		
tech_general	Renvor	renvor.com	TAKEN	0	0	0		
tech_general	Renvora	renvora.com	TAKEN	0	0	0		
moggy_sigma	Sigmacore	sigmacore.com	TAKEN	0	0	0		
moggy_sigma	Sigmaedge	sigmaedge.com	TAKEN	0	0	0		
moggy_sigma	Sigmaforge	sigmaforge.com	TAKEN	1	0	1	Sigmaforge Construction and Equipment Lt (Active)	
moggy_sigma	Sigmagrid	sigmagrid.com	TAKEN	0	0	0		
moggy_sigma	Sigmaridge	sigmaridge.com	TAKEN	0	0	0		
moggy_sigma	Sigmastride	sigmastride.com	TAKEN	0	0	0		
moggy_sigma	Sigmavault	sigmavault.com	TAKEN	0	0	0		
moggy_sigma	Sigmaworks	sigmaworks.com	TAKEN	0	0	0		
tech_general	Sindalor	sindalor.com	AVAILABLE	0	0	0		
tech_general	Sindara	sindara.com	TAKEN	0	0	0		
tech_mid	Solandor	solandor.com	TAKEN	0	0	0		
tech_modern	Solant	solant.com	TAKEN	0	0	0		
enterprise_invented	Solanta	solanta.com	TAKEN	0	1	1	SOLANTA TECHNOLOGIES INC. (Dissolved by the cor)	
enterprise_invented	Solanthe	solanthe.com	TAKEN	0	0	0		
tech_general	Solantheria	solantheria.com	AVAILABLE	0	0	0		
tech_modern	Solare	solare.com	TAKEN	0	1	1	SOCIETE DELTRONIC SOLARE INC. (Dissolved by the cor)	
tech_general	Solaris	solaris.com	TAKEN	10	10	20	SOLARIS BIKES INC. VÉLOS SOLARIS INC. (Dissolved for non-co)	
tech_general	Solaros	solaros.com	TAKEN	0	0	0		
tech_general	Solatic	solatic.com	TAKEN	0	0	0		
tech_general	Solatide	solatide.com	TAKEN	0	0	0		
tech_general	Solatier	solatier.com	TAKEN	0	0	0		
tech_general	Solavos	solavos.com	AVAILABLE	0	0	0		
tech_modern	Solbase	solbase.com	TAKEN	0	0	0		
tech_general	Solcore	solcore.com	TAKEN	0	0	0		
tech_modern	Soldanti	soldanti.com	AVAILABLE	0	0	0		
tech_general	Soldek	soldek.com	TAKEN	0	0	0		
modern_abstract	Solden	solden.com	TAKEN	0	1	1	Solden consulting and planning services  (Dissolved by the cor)	
tech_general	Soldova	soldova.com	TAKEN	0	0	0		
tech_general	Soldroma	soldroma.com	AVAILABLE	0	0	0		
tech_general	Solendros	solendros.com	AVAILABLE	0	0	0		
enterprise_invented	Solenta	solenta.com	TAKEN	0	0	0		
enterprise_invented	Solenza	solenza.com	TAKEN	0	0	0		
tech_mid	Solera	solera.com	TAKEN	0	3	3	SOLERA GROUP INC. (Dissolved by the cor)	
tech_general	Soleska	soleska.com	TAKEN	0	0	0		
tech_general	Solesta	solesta.com	TAKEN	0	0	0		
tech_general	Solgrid	solgrid.com	TAKEN	0	0	0		
tech_general	Solinova	solinova.com	TAKEN	0	0	0		
tech_general	Solitheon	solitheon.com	AVAILABLE	0	0	0		
tech_general	Solivity	solivity.com	TAKEN	0	0	0		
tech_general	Sollight	sollight.com	TAKEN	0	0	0		
tech_general	Solmex	solmex.com	TAKEN	0	0	0		
tech_general	Solodex	solodex.com	TAKEN	0	0	0		
tech_general	Solometric	solometric.com	TAKEN	0	0	0		
tech_general	Solonex	solonex.com	TAKEN	0	0	0		
tech_general	Solorant	solorant.com	AVAILABLE	0	0	0		
tech_general	Soloria	soloria.com	TAKEN	0	0	0		
tech_general	Solostra	solostra.com	TAKEN	0	0	0		
tech_general	Solpath	solpath.com	TAKEN	0	0	0		
tech_general	Solpeak	solpeak.com	TAKEN	0	0	0		
tech_general	Solprime	solprime.com	TAKEN	0	0	0		
tech_general	Solridge	solridge.com	TAKEN	0	0	0		
tech_general	Solriver	solriver.com	TAKEN	0	0	0		
tech_general	Solsummit	solsummit.com	TAKEN	0	0	0		
tech_general	Soltor	soltor.com	TAKEN	0	0	0		
tech_mid	Solvador	solvador.com	TAKEN	0	0	0		
pro_invented_short	Solvant	solvant.com	TAKEN	0	0	0		
enterprise_invented	Solven	solven.com	TAKEN	1	0	1	Solven Technology Inc. (Active)	
pro_invented_long	Solvendor	solvendor.com	TAKEN	0	0	0		
tech_general	Solveriant	solveriant.com	AVAILABLE	0	0	0		
enterprise_invented	Solveric	solveric.com	TAKEN	0	0	0		
tech_general	Solverica	solverica.com	TAKEN	0	0	0		
enterprise_invented	Solveris	solveris.com	TAKEN	0	0	0		
tech_latin_abstract	Solveritas	solveritas.com	TAKEN	0	0	0		
tech_general	Solvik	solvik.com	TAKEN	0	0	0		
tech_general	Solvor	solvor.com	TAKEN	0	0	0		
tech_short	Solvora	solvora.com	TAKEN	0	0	0		
tech_general	Solwave	solwave.com	TAKEN	0	0	0		
pro_invented_long	Sondaria	sondaria.com	TAKEN	0	0	0		
tech_mid	Sondell	sondell.com	TAKEN	0	0	0		
enterprise_invented	Sondor	sondor.com	TAKEN	0	1	1	LES DISQUES SONDOR INC. (Dissolved for non-co)	
tech_latin_abstract	Soraxis	soraxis.com	TAKEN	0	0	0		
modern_abstract	Sorben	sorben.com	TAKEN	0	0	0		
enterprise_invented	Sorenta	sorenta.com	TAKEN	0	0	0		
pro_invented_short	Sorven	sorven.com	TAKEN	0	0	0		
tech_short	Sorvo	sorvo.com	TAKEN	0	0	0		
greek_roman_chad	Spartancore	spartancore.com	TAKEN	0	0	0		
greek_roman_chad	Spartanforge	spartanforge.com	TAKEN	0	0	0		
greek_roman_chad	Spartanvault	spartanvault.com	TAKEN	0	0	0		
greek_roman_chad	Spartanworks	spartanworks.com	TAKEN	0	0	0		
two_word_pro	Standford	standford.com	TAKEN	0	0	0		
tech_general	Steadfield	steadfield.com	TAKEN	0	0	0		
tech_general	Steadport	steadport.com	TAKEN	0	0	0		
tech_general	Steadridge	steadridge.com	TAKEN	0	0	0		
tech_general	Steadstone	steadstone.com	TAKEN	0	0	0		
tech_general	Steadwell	steadwell.com	TAKEN	0	0	0		
two_word_pro	Steadwright	steadwright.com	TAKEN	0	0	0		
two_word_pro	Steadyline	steadyline.com	TAKEN	0	0	0		
tech_mid	Stelandor	stelandor.com	AVAILABLE	0	0	0		
tech_modern	Stelant	stelant.com	TAKEN	0	0	0		
tech_general	Stelantheria	stelantheria.com	AVAILABLE	0	0	0		
tech_modern	Stelare	stelare.com	TAKEN	0	0	0		
tech_general	Stelarica	stelarica.com	AVAILABLE	0	0	0		
tech_general	Stelaris	stelaris.com	TAKEN	0	0	0		
tech_general	Stelaros	stelaros.com	TAKEN	0	0	0		
tech_general	Stelatic	stelatic.com	TAKEN	0	0	0		
tech_general	Stelatide	stelatide.com	TAKEN	0	0	0		
tech_general	Stelavos	stelavos.com	AVAILABLE	0	0	0		
tech_modern	Stelbase	stelbase.com	AVAILABLE	0	0	0		
tech_modern	Steldanti	steldanti.com	AVAILABLE	0	0	0		
tech_general	Steldroma	steldroma.com	AVAILABLE	0	0	0		
enterprise_invented	Stelina	stelina.com	TAKEN	1	0	1	Gestion Stelina Inc. Stelina Holdings In (Active)	
tech_general	Stelinova	stelinova.com	AVAILABLE	0	0	0		
tech_general	Stelitheon	stelitheon.com	AVAILABLE	0	0	0		
pro_invented_short	Stelmar	stelmar.com	TAKEN	1	0	1	First Stelmar Properties Corporation (Active)	
tech_short	Stelo	stelo.com	TAKEN	2	1	3	NORDA STELO INC. (Active)	
tech_general	Stelodex	stelodex.com	AVAILABLE	0	0	0		
tech_general	Stelometric	stelometric.com	AVAILABLE	0	0	0		
tech_general	Stelonex	stelonex.com	AVAILABLE	0	0	0		
tech_short	Stelora	stelora.com	TAKEN	0	0	0		
tech_general	Stelorant	stelorant.com	AVAILABLE	0	0	0		
tech_general	Steloria	steloria.com	TAKEN	0	0	0		
tech_general	Stelorica	stelorica.com	AVAILABLE	0	0	0		
tech_general	Stelostra	stelostra.com	AVAILABLE	0	0	0		
tech_general	Stelpeak	stelpeak.com	AVAILABLE	0	0	0		
tech_latin_abstract	Stelraxis	stelraxis.com	AVAILABLE	0	0	0		
tech_general	Stelriver	stelriver.com	TAKEN	0	0	0		
tech_general	Stelsummit	stelsummit.com	AVAILABLE	0	0	0		
tech_general	Steltor	steltor.com	TAKEN	2	0	2	STELTOR CORPORATION CORPORATION STELTOR (Active)	
pro_invented_short	Stelven	stelven.com	TAKEN	0	0	0		
tech_general	Stelveriant	stelveriant.com	AVAILABLE	0	0	0		
tech_latin_abstract	Stelveritas	stelveritas.com	AVAILABLE	0	0	0		
tech_general	Stelverith	stelverith.com	AVAILABLE	0	0	0		
compound_modern	Stelvex	stelvex.com	TAKEN	0	0	0		
tech_general	Stelvik	stelvik.com	TAKEN	0	0	0		
tech_general	Stelwave	stelwave.com	AVAILABLE	0	0	0		
tech_latin_abstract	Stenveritas	stenveritas.com	AVAILABLE	0	0	0		
compound_modern	Stenvex	stenvex.com	TAKEN	0	0	0		
pro_invented_short	Stenwell	stenwell.com	TAKEN	0	0	0		
tech_general	Stillfield	stillfield.com	TAKEN	0	0	0		
two_word_pro	Stillgate	stillgate.com	TAKEN	0	0	0		
tech_general	Stillport	stillport.com	TAKEN	0	0	0		
tech_general	Stillridge	stillridge.com	TAKEN	0	0	0		
tech_general	Stillstone	stillstone.com	TAKEN	1	0	1	StillStone Capital inc. (Active)	
tech_general	Stillwell	stillwell.com	TAKEN	0	0	0		
two_word_pro	Stoneline	stoneline.com	TAKEN	1	0	1	Sam StoneLine Construction & Restoration (Active)	
pro_invented_short	Stradon	stradon.com	TAKEN	0	0	0		
tech_general	Stradonia	stradonia.com	TAKEN	0	0	0		
tech_general	Stradorial	stradorial.com	AVAILABLE	0	0	0		
tech_general	Stradox	stradox.com	TAKEN	0	0	0		
pro_invented_short	Stradyne	stradyne.com	TAKEN	0	0	0		
pro_invented_short	Strandel	strandel.com	TAKEN	0	0	0		
pro_invented_long	Strathmore	strathmore.com	TAKEN	7	4	11	STRATHMORE ANTIQUES INC. ANTIQUITÉS STRA (Dissolved for non-co)	
tech_general	Strendaroth	strendaroth.com	AVAILABLE	0	0	0		
tech_short	Strexora	strexora.com	AVAILABLE	0	0	0		
compound_modern	Strident	strident.com	TAKEN	1	1	2	Strident Films, Inc. (Dissolved by the cor)	
tech_general	Stridmar	stridmar.com	AVAILABLE	0	0	0		
tech_general	Strydor	strydor.com	TAKEN	0	0	0		
tech_general	Strydora	strydora.com	AVAILABLE	0	0	0		
enterprise_invented	Strynt	strynt.com	TAKEN	0	0	0		
tech_latin_abstract	Synthar	synthar.com	TAKEN	0	0	0		
tech_mid	Synthex	synthex.com	TAKEN	1	0	1	Synthex Software Inc. (Active)	
tech_general	Talverin	talverin.com	TAKEN	0	0	0		
modern_abstract	Talvex	talvex.com	TAKEN	0	0	0		
tech_general	Tarendor	tarendor.com	AVAILABLE	0	0	0		
tech_general	Tarvor	tarvor.com	TAKEN	0	0	0		
tech_general	Tarvora	tarvora.com	TAKEN	0	0	0		
pro_invented_short	Tendora	tendora.com	TAKEN	0	0	0		
pro_invented_long	Tendrium	tendrium.com	TAKEN	0	0	0		
moggy_sigma	Tigerforge	tigerforge.com	TAKEN	0	0	0		
tech_general	Travidor	travidor.com	AVAILABLE	0	0	0		
modern_abstract	Trevant	trevant.com	TAKEN	0	0	0		
tech_general	Trevarith	trevarith.com	AVAILABLE	0	0	0		
tech_general	Trevarra	trevarra.com	TAKEN	0	0	0		
tech_general	Trevidor	trevidor.com	AVAILABLE	0	0	0		
tech_latin_abstract	Triada	triada.com	TAKEN	0	0	0		
greek_roman_chad	Tritonforge	tritonforge.com	TAKEN	0	0	0		
greek_roman_chad	Tritonridge	tritonridge.com	TAKEN	0	0	0		
greek_roman_chad	Tritonworks	tritonworks.com	TAKEN	0	0	0		
tech_general	Truefield	truefield.com	TAKEN	0	0	0		
tech_general	Trueport	trueport.com	TAKEN	0	0	0		
tech_general	Trueridge	trueridge.com	TAKEN	1	0	1	TrueRidge Holdings Inc. (Active)	
tech_general	Truestone	truestone.com	TAKEN	0	0	0		
tech_general	Truewell	truewell.com	TAKEN	0	0	0		
two_word_pro	Trustline	trustline.com	TAKEN	7	0	7	Trustline Consulting Inc. (Active)	
tech_general	Ulvarist	ulvarist.com	AVAILABLE	0	0	0		
tech_general	Uvron	uvron.com	TAKEN	0	0	0		
tech_mid	Vanora	vanora.com	TAKEN	0	0	0		
tech_short	Vanto	vanto.com	TAKEN	0	0	0		
enterprise_invented	Varenza	varenza.com	TAKEN	0	0	0		
pro_invented_short	Veldris	veldris.com	TAKEN	0	0	0		
pro_invented_short	Vellum	vellum.com	TAKEN	3	0	3	Vellum Living Inc. (Active)	
pro_invented_short	Velmark	velmark.com	TAKEN	0	1	1	VELMARK ENTERPRISES CORP. (Dissolved for non-co)	
compound_modern	Velnex	velnex.com	TAKEN	0	0	0		
pro_invented_short	Velnix	velnix.com	TAKEN	0	0	0		
pro_invented_short	Velorra	velorra.com	TAKEN	0	0	0		
tech_general	Vendantheria	vendantheria.com	AVAILABLE	0	0	0		
tech_general	Vendaris	vendaris.com	TAKEN	0	0	0		
tech_general	Vendarist	vendarist.com	AVAILABLE	0	0	0		
tech_general	Vendaros	vendaros.com	AVAILABLE	0	0	0		
tech_general	Vendaroth	vendaroth.com	AVAILABLE	0	0	0		
tech_general	Vendatic	vendatic.com	TAKEN	0	0	0		
tech_general	Vendatide	vendatide.com	AVAILABLE	0	0	0		
tech_general	Vendatier	vendatier.com	AVAILABLE	0	0	0		
tech_general	Vendavos	vendavos.com	TAKEN	0	0	0		
tech_general	Venddroma	venddroma.com	AVAILABLE	0	0	0		
tech_general	Vendivity	vendivity.com	TAKEN	0	0	0		
tech_general	Vendodex	vendodex.com	TAKEN	0	0	0		
tech_general	Vendometric	vendometric.com	TAKEN	0	0	0		
tech_general	Vendonex	vendonex.com	TAKEN	0	0	0		
pro_invented_short	Vendora	vendora.com	TAKEN	0	0	0		
tech_general	Vendoria	vendoria.com	TAKEN	0	0	0		
tech_general	Vendtor	vendtor.com	TAKEN	0	0	0		
tech_general	Vendveriant	vendveriant.com	AVAILABLE	0	0	0		
tech_general	Vendverith	vendverith.com	AVAILABLE	0	0	0		
tech_general	Vendvor	vendvor.com	AVAILABLE	0	0	0		
tech_general	Vendwave	vendwave.com	TAKEN	0	0	0		
tech_short	Veox	veox.com	TAKEN	0	0	0		
compound_modern	Verant	verant.com	TAKEN	0	0	0		
enterprise_invented	Veranta	veranta.com	TAKEN	0	0	0		
enterprise_invented	Veranza	veranza.com	TAKEN	0	0	0		
tech_general	Verbase	verbase.com	TAKEN	0	0	0		
tech_general	Verbaxis	verbaxis.com	TAKEN	0	0	0		
tech_general	Verbonia	verbonia.com	TAKEN	0	0	0		
enterprise_invented	Vercive	vercive.com	TAKEN	0	0	0		
tech_general	Vercore	vercore.com	TAKEN	0	0	0		
tech_general	Verdek	verdek.com	TAKEN	0	1	1	BOIS & PLASTIQUE VERDEK INC. VERDEK WOOD (Dissolved for non-co)	
tech_general	Verdord	verdord.com	AVAILABLE	0	0	0		
tech_general	Verdova	verdova.com	TAKEN	0	0	0		
pro_invented_short	Verendel	verendel.com	TAKEN	0	0	0		
enterprise_invented	Verenta	verenta.com	TAKEN	0	0	0		
tech_general	Veresca	veresca.com	TAKEN	0	0	0		
tech_general	Vergrid	vergrid.com	TAKEN	0	0	0		
enterprise_invented	Veridian	veridian.com	TAKEN	6	1	7	Veridian Inc. (Dissolved for non-co)	
enterprise_invented	Veridicta	veridicta.com	TAKEN	0	0	0		
enterprise_invented	Veridos	veridos.com	TAKEN	0	0	0		
tech_mid	Verita	verita.com	TAKEN	1	0	1	SK-Verita Consulting Inc. (Active)	
tech_latin_abstract	Veritalis	veritalis.com	TAKEN	0	0	0		
tech_general	Veritarian	veritarian.com	TAKEN	0	0	0		
pro_invented_short	Verith	verith.com	TAKEN	0	0	0		
enterprise_invented	Veritor	veritor.com	TAKEN	0	0	0		
tech_modern	Verlare	verlare.com	TAKEN	0	0	0		
tech_general	Verlight	verlight.com	TAKEN	0	0	0		
pro_invented_short	Vermont	vermont.com	TAKEN	2	6	8	MONTREAL NEW YORK VERMONT PROPERTIES (MN (Dissolved by the cor)	
tech_general	Verprime	verprime.com	TAKEN	0	0	0		
enterprise_invented	Vespor	vespor.com	TAKEN	0	0	0		
tech_general	Vetrix	vetrix.com	TAKEN	0	0	0		
tech_short	Vexa	vexa.com	TAKEN	0	1	1	VEXA PRINT, CANADA INC. (Dissolved for non-co)	
tech_short	Vexora	vexora.com	TAKEN	2	0	2	Vexora closet Inc. (Active)	
tech_modern	Vidanti	vidanti.com	TAKEN	0	0	0		
enterprise_invented	Vinrose	vinrose.com	TAKEN	0	0	0		
enterprise_invented	Vivanta	vivanta.com	TAKEN	1	0	1	Vivanta Ceramic Canada Inc. (Active)	
enterprise_invented	Vivara	vivara.com	TAKEN	0	1	1	VIVARA FASHIONS CANADA INC. (Dissolved for non-co)	
tech_general	Volnareth	volnareth.com	AVAILABLE	0	0	0		
tech_modern	Vorant	vorant.com	TAKEN	0	0	0		
modern_abstract	Vorel	vorel.com	TAKEN	0	0	0		
tech_general	Vorenrik	vorenrik.com	AVAILABLE	0	0	0		
modern_abstract	Vorenta	vorenta.com	TAKEN	0	0	0		
tech_general	Vorindel	vorindel.com	AVAILABLE	0	0	0		
tech_general	Vornara	vornara.com	TAKEN	0	0	0		
tech_general	Vornelta	vornelta.com	AVAILABLE	0	0	0		
tech_mid	Vortexa	vortexa.com	TAKEN	0	0	0		
tech_general	Vrendar	vrendar.com	AVAILABLE	0	0	0		
enterprise_invented	Vrexa	vrexa.com	TAKEN	0	0	0		
tech_general	Vrovendel	vrovendel.com	AVAILABLE	0	0	0		
greek_roman_chad	Vulcanforge	vulcanforge.com	TAKEN	0	0	0		
greek_roman_chad	Vulcanworks	vulcanworks.com	TAKEN	0	0	0		
modern_abstract	Vurent	vurent.com	TAKEN	0	0	0		
two_word_pro	Wellfield	wellfield.com	TAKEN	0	0	0		
two_word_pro	Wellpath	wellpath.com	TAKEN	0	0	0		
tech_general	Welvarith	welvarith.com	AVAILABLE	0	0	0		
tech_general	Welvarum	welvarum.com	AVAILABLE	0	0	0		
tech_general	Welvor	welvor.com	AVAILABLE	0	0	0		
tech_general	Wenivok	wenivok.com	AVAILABLE	0	0	0		
moggy_sigma	Wolfclad	wolfclad.com	TAKEN	0	0	0		
moggy_sigma	Wolfgrid	wolfgrid.com	TAKEN	0	0	0		
moggy_sigma	Wolfridge	wolfridge.com	TAKEN	1	0	1	Wolfridge Capital Holdings Inc. (Active)	
tech_general	Wrovendel	wrovendel.com	AVAILABLE	0	0	0		
tech_general	Xenardel	xenardel.com	AVAILABLE	0	0	0		
tech_general	Xenarith	xenarith.com	AVAILABLE	0	0	0		
tech_general	Yandrik	yandrik.com	AVAILABLE	0	0	0		
tech_general	Yrovendel	yrovendel.com	AVAILABLE	0	0	0		
tech_general	Yvenarist	yvenarist.com	AVAILABLE	0	0	0		
tech_general	Yvenor	yvenor.com	TAKEN	0	0	0		
tech_general	Yvenova	yvenova.com	AVAILABLE	0	0	0		
tech_general	Yvenvor	yvenvor.com	AVAILABLE	0	0	0		
tech_general	Yvora	yvora.com	TAKEN	0	1	1	Yvora Corporation (Dissolved for non-co)	
tech_general	Yvorant	yvorant.com	AVAILABLE	0	0	0		
tech_general	Zelandros	zelandros.com	AVAILABLE	0	0	0		
tech_general	Zelendar	zelendar.com	TAKEN	0	0	0		
tech_general	Zelvarith	zelvarith.com	TAKEN	0	0	0		
tech_general	Zerendrik	zerendrik.com	AVAILABLE	0	0	0		
tech_general	Zerivor	zerivor.com	AVAILABLE	0	0	0		
tech_general	Zordara	zordara.com	AVAILABLE	0	0	0		
tech_general	Zordwell	zordwell.com	AVAILABLE	0	0	0		
tech_general	Zrovendel	zrovendel.com	AVAILABLE	0	0	0		
